0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,bm,bpm,timestamp-diff
HGY-ELECT.SUELTO-0,HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.JG523R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2138,b34179,0 days 00:00:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11527,b6450,21 days 00:34:00
HGY-ELECT.SUELTO-0,HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.BH111R-0,HUBU-QUI.ELEC.JG524R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6436,b6436,0 days 00:00:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11527,b43020,16 days 00:15:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11527,b8355,14 days 00:16:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,EXT-QUI.006-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1732,b33504,0 days 00:00:00
HGY-ELECT.SUELTO-0,HUBU-QUI.ELEC.BH111R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1710,b33478,0 days 00:00:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11527,b44522,13 days 01:31:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11527,b44547,13 days 01:11:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11527,b42289,19 days 00:21:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11527,b4374,29 days 00:18:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11527,b37302,29 days 05:10:00
HGY-ELECT.SUELTO-0,HUBU-QUI.ELEC.BH111R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8983,b8983,0 days 00:00:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11527,b9018,12 days 00:14:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11527,b11527,0 days 00:00:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HUBU-QUI.ELEC.BH111R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11461,
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11527,b3565,33 days 01:06:00
HGY-ELECT.SUELTO-0,EXT-QUI.006-0,EXT-QUI.006-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3617,b3617,0 days 00:00:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11527,b29511,49 days 00:27:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.BH111R-0,HUBU-QUI.ELEC.BH111R-0,HUBU-QUI.ELEC.JG524R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b32276,b29443,6 days 23:25:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11527,b5023,27 days 00:25:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.CAJA-0,HGY-ELECT.CAJA-0,HGY-ELECT.CAJA-0,HGY-ELECT.CAJA-0,HGY-ELECT.CAJA-0,HGY-ELECT.CAJA-0,HGY-ELECT.CAJA-0,HGY-ELECT.CAJA-0,HGY-ELECT.CAJA-0,HGY-ELECT.CAJA-0,HGY-ELECT.CAJA-0,HGY-ELECT.CAJA-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2898,b2898,0 days 00:00:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11527,b35202,35 days 01:32:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11527,b6132,22 days 00:16:00
HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,HGY-ELECT.SUELTO-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11527,b31864,43 days 00:17:00
HGY-ELECT.SUELTO-0,HUBU-QUI.ELEC.JG523R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2138,b667,6 days 00:39:00
HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.BH111R-0,HUBU-QUI.ELEC.BH111R-0,HUBU-QUI.ELEC.JG524R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4620,b38021,0 days 00:00:00
HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.BH111R-0,HUBU-QUI.ELEC.BH111R-0,HUBU-QUI.ELEC.BH111R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5766,b40041,0 days 00:00:00
HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.BH111R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b10184,b44524,6 days 00:04:00
HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.BH111R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2502,b27437,18 days 00:39:00
HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.BH111R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2502,b32874,4 days 23:58:00
HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.BH111R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2502,b20714,32 days 23:42:00
HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.BH111R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2502,b25175,22 days 00:26:00
HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.BH111R-0,HUBU-QUI.ELEC.BH111R-0,HUBU-CCEE.ORL.BD050R-0,HUBU-QUI.ELEC.JG524R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b26338,b26338,0 days 00:00:00
HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.BH111R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2502,b327632,18 days 23:59:00
HUBU-QUI.ELEC.JG523R-0,HUBU-QUI.ELEC.JG524R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b325231,b23393,0 days 00:00:00
HUBU-QUI.ELEC.BH111R-0,HUBU-QUI.ELEC.BH111R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b28243,b322147,21 days 00:05:00
HUBU-QUI.ELEC.BH111R-0,HUBU-QUI.ELEC.BH111R-0,HUBU-QUI.ELEC.BH111R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b28243,b22750,13 days 00:06:00
HUBU-QUI.ELEC.BH111R-0,HUBU-QUI.ELEC.BH111R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b28243,b23915,10 days 23:46:00
HUBU-QUI.ELEC.BH111R-0,HUBU-QUI.ELEC.BH111R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b28243,b28237,0 days 00:00:00
HUBU-QUI.ELEC.BH111R-0,HUBU-QUI.ELEC.BH111R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b43364,
HUBU-QUI.ELEC.BH111R-0,HUBU-QUI.ELEC.BH111R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b665,
HUBU-QUI.ELEC.BH111R-0,HUBU-QUI.ELEC.BH111R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b35205,
HUBU-QUI.ELEC.BH111R-0,HUBU-QUI.ELEC.BH111R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b28751,
HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5739,b39992,0 days 00:00:00
HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7586,b30498,31 days 00:55:00
HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.EO010R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b49213,b49208,0 days 00:01:00
HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.EO010R-0,HUBU-CCEE.GIN.FB416R-0,HUBU-CCEE.GIN.BC604R-0,HUBU-CCEE.GIN.ER011R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5287,b5287,0 days 00:00:00
HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b45682,
HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER061R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2077,b2077,0 days 00:00:00
HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.BC428R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7906,b43333,0 days 00:00:00
HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b47753,
HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7586,b36209,17 days 00:06:00
HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b45000,
HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.EO010R-0,HUBU-CCEE.GIN.AN711R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b32866,b32866,0 days 00:00:00
HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.FB416R-0,HUBU-CCEE.GIN.FB416R-0,HUBU-CCEE.GIN.FB416R-0,HUBU-CCEE.GIN.BD672R-0,HUBU-CCEE.GIN.EL075R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4935,b4935,0 days 00:00:00
HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.FB416R-0,HUBU-CCEE.GIN.FB416R-0,HUBU-CCEE.GIN.BM067R-0,HUBU-CCEE.GIN.BD672R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1679,b1679,0 days 00:00:00
HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,HUBU-CCEE.GIN.ER055R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7586,b35703,17 days 23:39:00
HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.AN711R-0,HUBU-CCEE.GIN.FB416R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5735,b39983,0 days 00:00:00
HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.EO010R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4598,b35709,6 days 00:11:00
HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.AN711R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b11186,b11186,0 days 00:00:00
HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.BC428R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b28819,b28819,0 days 00:00:00
HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.FB416R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b325174,b23286,0 days 00:00:00
HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.AN711R-0,HUBU-CCEE.GIN.BD050R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b323891,b21352,0 days 00:00:00
HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.AN711R-0,HUBU-CCEE.GIN.AN711R-0,HUBU-CCEE.GIN.FB416R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5735,b19310,48 days 00:23:00
HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.EO010R-0,HUBU-CCEE.GIN.EO010R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b320903,b320903,0 days 00:00:00
HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.EO010R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b30436,b30436,0 days 00:00:00
HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.EO010R-0,HUBU-CCEE.GIN.FB416R-0,HUBU-CCEE.GIN.EM105R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b329927,b30508,0 days 00:00:00
HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b44470,b44470,0 days 00:00:00
HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7563,b42839,0 days 00:00:00
HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.BD222R-0,HUBU-CCEE.GIN.BD222R-0,HUBU-CCEE.GIN.BD222R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4598,
HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.BD222R-0,HUBU-CCEE.GIN.BD222R-0,HUBU-CCEE.GIN.BD222R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b29419,b29419,0 days 00:00:00
HUBU-CCEE.GIN.EO122R-0,HUBU-CCEE.GIN.BD222R-0,HUBU-CCEE.GIN.EO010R-0,HUBU-CCEE.GIN.BC426R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4301,b4301,0 days 00:00:00
HUBU-CCEE.GIN.BD222R-0,HUBU-CCEE.GIN.FB416R-0,HUBU-CCEE.GIN.BD050R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2087,b34095,0 days 00:00:00
HUBU-CCEE.GIN.BD222R-0,HUBU-CCEE.GIN.BD222R-0,HUBU-CCEE.GIN.BD222R-0,HUBU-CCEE.GIN.EO010R-0,HUBU-CCEE.GIN.EO010R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2775,b35071,0 days 00:00:00
HUBU-CCEE.GIN.BD222R-0,HUBU-CCEE.GIN.BD222R-0,HUBU-CCEE.GIN.BC607R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1355,b32886,0 days 00:00:00
HUBU-CCEE.GIN.BD222R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.EO010R-0,HUBU-CCEE.GIN.AN711R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6413,b6413,0 days 00:00:00
HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b327959,b27492,0 days 00:00:00
HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH646R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7573,b42851,0 days 00:00:00
HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.FB416R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4293,b20694,39 days 23:29:00
HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7573,b30516,31 days 00:50:00
HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH446R-0,HUBU-CCEE.GIN.BH447R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2099,b34114,0 days 00:00:00
HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.EO010R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b10865,b10865,0 days 00:00:00
HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.EO010R-0,HUBU-CCEE.GIN.EO010R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b10865,b2096,31 days 23:34:00
HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.BH646R-0,HUBU-CCEE.GIN.FB416R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7154,b42135,0 days 00:00:00
HUBU-CCEE.GIN.EO010R-0,HUBU-CCEE.GIN.BC604R-0,HUBU-CCEE.GIN.BD050R-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b322158,b322158,0 days 00:00:00
