e1.Activity,e1.timestamp,Batch,e2.Activity,e2.timestamp,e8.CaseID,e3.Activity,e3.timestamp,e4.Activity,e4.timestamp,e5.Activity,e5.timestamp,e6.Activity,e6.timestamp,e7.Activity,e7.timestamp,e8.Activity,e8.timestamp
Entrada Material Sucio,3/23/22 9:37,1273,Cargado en carro L+D,3/23/22 9:46,HNB-CPL.002-2-CN32713,Carga L+D iniciada,3/23/22 9:47,Carga L+D liberada,3/23/22 10:56,Montaje,3/23/22 11:10,Produccion montada,3/23/22 11:15,Composicion de cargas,3/23/22 11:39,Carga de esterilizador liberada,3/23/22 13:06
Entrada Material Sucio,3/22/22 16:06,1274,Cargado en carro L+D,3/23/22 11:15,HUBU-QUI.CP.BT008R-0-CN32792,Carga L+D iniciada,3/23/22 11:17,Carga L+D liberada,3/23/22 12:12,Montaje,3/23/22 12:38,Produccion montada,3/23/22 12:38,Composicion de cargas,3/23/22 13:16,Carga de esterilizador liberada,3/23/22 14:25
Entrada Material Sucio,3/23/22 8:04,1274,Cargado en carro L+D,3/23/22 8:32,HNB-CPL.009-4-CN32701,Carga L+D iniciada,3/23/22 11:17,Carga L+D liberada,3/23/22 12:12,Montaje,3/23/22 12:13,Produccion montada,3/23/22 12:17,Composicion de cargas,3/23/22 12:32,Carga de esterilizador liberada,3/23/22 14:19
Entrada Material Sucio,3/23/22 11:00,1274,Cargado en carro L+D,3/23/22 11:13,HNB-OFT.004-1-CN32728,Carga L+D iniciada,3/23/22 11:17,Carga L+D liberada,3/23/22 12:12,Montaje,3/23/22 12:12,Produccion montada,3/23/22 12:12,Composicion de cargas,3/23/22 12:32,Carga de esterilizador liberada,3/23/22 14:19
Entrada Material Sucio,3/23/22 11:00,1274,Cargado en carro L+D,3/23/22 11:13,HNB-OFT.003-1-CN32729,Carga L+D iniciada,3/23/22 11:17,Carga L+D liberada,3/23/22 12:12,Montaje,3/23/22 12:19,Produccion montada,3/23/22 12:19,Composicion de cargas,3/23/22 12:32,Carga de esterilizador liberada,3/23/22 14:19
Entrada Material Sucio,3/23/22 11:00,1274,Cargado en carro L+D,3/23/22 11:14,HNB-OFT.002-18-CN32732,Carga L+D iniciada,3/23/22 11:17,Carga L+D liberada,3/23/22 12:12,Montaje,3/23/22 12:13,Produccion montada,3/23/22 12:23,Composicion de cargas,3/23/22 12:32,Carga de esterilizador liberada,3/23/22 14:19
Entrada Material Sucio,3/23/22 11:00,1275,Cargado en carro L+D,3/23/22 11:26,HNB-GIN.014-1-CN32722,Carga L+D iniciada,3/23/22 13:38,Carga L+D liberada,3/23/22 14:53,Montaje,3/23/22 15:33,Produccion montada,3/23/22 15:34,Composicion de cargas,3/23/22 16:49,Carga de esterilizador liberada,3/23/22 18:22
Entrada Material Sucio,3/23/22 11:00,1275,Cargado en carro L+D,3/23/22 11:26,HNB-GIN.014-10-CN32720,Carga L+D iniciada,3/23/22 13:38,Carga L+D liberada,3/23/22 14:53,Montaje,3/23/22 15:41,Produccion montada,3/23/22 15:41,Composicion de cargas,3/23/22 16:49,Carga de esterilizador liberada,3/23/22 18:22
Entrada Material Sucio,3/23/22 11:48,1275,Cargado en carro L+D,3/23/22 12:01,EQP-QUI.URO.OPT-4-CN32747,Carga L+D iniciada,3/23/22 13:38,Carga L+D liberada,3/23/22 14:53,Montaje,3/23/22 15:11,Produccion montada,3/23/22 15:11,Composicion de cargas,3/23/22 15:48,Carga de esterilizador liberada,3/23/22 17:33
Entrada Material Sucio,3/23/22 11:48,1275,Cargado en carro L+D,3/23/22 12:01,EQP-QUI.GINE.OPT-2-CN32745,Carga L+D iniciada,3/23/22 13:38,Carga L+D liberada,3/23/22 14:53,Montaje,3/23/22 15:16,Produccion montada,3/23/22 15:16,Composicion de cargas,3/23/22 15:48,Carga de esterilizador liberada,3/23/22 17:33
Entrada Material Sucio,3/23/22 11:48,1275,Cargado en carro L+D,3/23/22 12:06,HUBU-TR.002-6-CN32751,Carga L+D iniciada,3/23/22 13:38,Carga L+D liberada,3/23/22 14:53,Montaje,3/23/22 15:04,Produccion montada,3/23/22 15:06,Composicion de cargas,3/23/22 15:14,Carga de esterilizador liberada,3/23/22 16:51
Entrada Material Sucio,3/23/22 11:48,1275,Cargado en carro L+D,3/23/22 12:06,HNB-CPL.004-3-CN32750,Carga L+D iniciada,3/23/22 13:38,Carga L+D liberada,3/23/22 14:53,Montaje,3/23/22 15:25,Produccion montada,3/23/22 15:28,Composicion de cargas,3/23/22 15:48,Carga de esterilizador liberada,3/23/22 17:33
Entrada Material Sucio,3/23/22 11:48,1275,Cargado en carro L+D,3/23/22 12:08,HNB-CG.014-2-CN32746,Carga L+D iniciada,3/23/22 13:38,Carga L+D liberada,3/23/22 14:53,Montaje,3/23/22 15:32,Produccion montada,3/23/22 15:41,Composicion de cargas,3/23/22 15:47,Carga de esterilizador liberada,3/23/22 17:33
Entrada Material Sucio,3/23/22 11:48,1275,Cargado en carro L+D,3/23/22 12:52,DEP-QUI.TRA.ZIMMER-56-CN32752,Carga L+D iniciada,3/23/22 13:38,Carga L+D liberada,3/23/22 14:53,Montaje,3/23/22 15:31,Produccion montada,3/23/22 15:31,Composicion de cargas,3/23/22 18:19,Carga de esterilizador liberada,3/23/22 20:02
Entrada Material Sucio,3/23/22 11:49,1275,Cargado en carro L+D,3/23/22 12:08,HNB-CG.014-1-CN32753,Carga L+D iniciada,3/23/22 13:38,Carga L+D liberada,3/23/22 14:53,Montaje,3/23/22 15:20,Produccion montada,3/23/22 15:33,Composicion de cargas,3/23/22 15:47,Carga de esterilizador liberada,3/23/22 17:33
Entrada Material Sucio,3/23/22 11:49,1276,Cargado en carro L+D,3/23/22 12:52,HNB-GIN.002-2-CN32754,Carga L+D iniciada,3/23/22 13:39,Carga L+D liberada,3/23/22 14:47,Montaje,3/23/22 14:51,Produccion montada,3/23/22 15:00,Composicion de cargas,3/23/22 15:47,Carga de esterilizador liberada,3/23/22 17:33
Entrada Material Sucio,3/23/22 12:37,1276,Cargado en carro L+D,3/23/22 12:58,EQP-QUI.URO.OPT-2-CN32790,Carga L+D iniciada,3/23/22 13:39,Carga L+D liberada,3/23/22 14:47,Montaje,3/23/22 14:53,Produccion montada,3/23/22 14:54,Composicion de cargas,3/23/22 15:14,Carga de esterilizador liberada,3/23/22 16:51
Entrada Material Sucio,3/23/22 12:37,1276,Cargado en carro L+D,3/23/22 13:11,HNB-TR.010-1-CN32789,Carga L+D iniciada,3/23/22 13:39,Carga L+D liberada,3/23/22 14:47,Montaje,3/23/22 15:00,Produccion montada,3/23/22 15:03,Composicion de cargas,3/23/22 15:47,Carga de esterilizador liberada,3/23/22 17:33
Entrada Material Sucio,3/23/22 12:37,1276,Cargado en carro L+D,3/23/22 13:12,DEP-QUI.TRA.STRYK-47-CN32776,Carga L+D iniciada,3/23/22 13:39,Carga L+D liberada,3/23/22 14:47,Montaje,3/23/22 14:49,Produccion montada,3/23/22 14:49,Composicion de cargas,3/23/22 15:14,Carga de esterilizador liberada,3/23/22 16:51
Entrada Material Sucio,3/23/22 12:37,1276,Cargado en carro L+D,3/23/22 13:12,DEP-QUI.TRA.STRYK-49-CN32777,Carga L+D iniciada,3/23/22 13:39,Carga L+D liberada,3/23/22 14:47,Montaje,3/23/22 14:49,Produccion montada,3/23/22 14:51,Composicion de cargas,3/23/22 15:14,Carga de esterilizador liberada,3/23/22 16:51
Entrada Material Sucio,3/23/22 12:37,1276,Cargado en carro L+D,3/23/22 13:12,DEP-QUI.TRA.ACUMED-4-CN32783,Carga L+D iniciada,3/23/22 13:39,Carga L+D liberada,3/23/22 14:47,Montaje,3/23/22 14:52,Produccion montada,3/23/22 14:52,Composicion de cargas,3/23/22 15:14,Carga de esterilizador liberada,3/23/22 16:51
Entrada Material Sucio,3/23/22 12:37,1276,Cargado en carro L+D,3/23/22 13:19,HUBU-TR.008-2-CN32782,Carga L+D iniciada,3/23/22 13:39,Carga L+D liberada,3/23/22 14:47,Montaje,3/23/22 14:55,Produccion montada,3/23/22 14:55,Composicion de cargas,3/23/22 15:14,Carga de esterilizador liberada,3/23/22 16:51
Entrada Material Sucio,3/23/22 12:37,1276,Cargado en carro L+D,3/23/22 13:19,HNB-URO.007-1-CN32778,Carga L+D iniciada,3/23/22 13:39,Carga L+D liberada,3/23/22 14:47,Montaje,3/23/22 15:03,Produccion montada,3/23/22 15:03,Composicion de cargas,3/23/22 15:47,Carga de esterilizador liberada,3/23/22 17:33
Entrada Material Sucio,3/23/22 12:37,1276,Cargado en carro L+D,3/23/22 13:20,DEP-QUI.TRA.STRYK-60-CN32784,Carga L+D iniciada,3/23/22 13:39,Carga L+D liberada,3/23/22 14:47,Montaje,3/23/22 14:51,Produccion montada,3/23/22 14:51,Composicion de cargas,3/23/22 15:14,Carga de esterilizador liberada,3/23/22 16:51
Entrada Material Sucio,3/23/22 13:07,1276,Cargado en carro L+D,3/23/22 13:21,EQP-CCEE.GIN.001-1-CN32803,Carga L+D iniciada,3/23/22 13:39,Carga L+D liberada,3/23/22 14:47,Montaje,3/23/22 15:09,Produccion montada,3/23/22 15:09,Composicion de cargas,3/23/22 15:48,Carga de esterilizador liberada,3/23/22 17:33
Entrada Material Sucio,3/23/22 13:07,1276,Cargado en carro L+D,3/23/22 13:26,HUBU-ELECT.001-6-CN32806,Carga L+D iniciada,3/23/22 13:39,Carga L+D liberada,3/23/22 14:47,Montaje,3/23/22 14:48,Produccion montada,3/23/22 14:51,Composicion de cargas,3/23/22 15:14,Carga de esterilizador liberada,3/23/22 16:51
Entrada Material Sucio,3/23/22 14:16,1277,Cargado en carro L+D,3/23/22 14:25,EXT-QUI.014-0-CN32898,Carga L+D iniciada,3/23/22 14:29,Carga L+D liberada,3/23/22 14:59,Montaje,3/23/22 14:23,Produccion montada,3/23/22 14:23,Composicion de cargas,3/23/22 15:14,Carga de esterilizador liberada,3/23/22 16:51
Entrada Material Sucio,3/23/22 12:37,1278,Cargado en carro L+D,3/23/22 14:04,HNB-CPL.002-5-CN32781,Carga L+D iniciada,3/23/22 14:54,Carga L+D liberada,3/23/22 16:07,Montaje,3/23/22 16:53,Produccion montada,3/23/22 16:53,Composicion de cargas,3/23/22 17:31,Carga de esterilizador liberada,3/23/22 19:41
Entrada Material Sucio,3/23/22 13:43,1278,Cargado en carro L+D,3/23/22 14:04,HUBU-QUI.ORL.001-0-CN33278,Carga L+D iniciada,3/23/22 14:54,Carga L+D liberada,3/23/22 16:07,Montaje,3/24/22 14:39,Produccion montada,3/24/22 14:39,Composicion de cargas,3/24/22 14:55,Carga de esterilizador liberada,3/24/22 16:03
Entrada Material Sucio,3/23/22 13:45,1278,Cargado en carro L+D,3/23/22 13:59,HUBU-QUI.GIN.BD562R-0-CN32867,Carga L+D iniciada,3/23/22 14:54,Carga L+D liberada,3/23/22 16:07,Montaje,3/23/22 14:02,Produccion montada,3/23/22 14:02,Composicion de cargas,3/23/22 16:11,Carga de esterilizador liberada,3/23/22 17:42
Entrada Material Sucio,3/23/22 13:45,1278,Cargado en carro L+D,3/23/22 14:03,HUBU-CCEE.CV.BD222R-0-CN32973,Carga L+D iniciada,3/23/22 14:54,Carga L+D liberada,3/23/22 16:07,Montaje,3/23/22 16:10,Produccion montada,3/23/22 16:10,Composicion de cargas,3/23/22 16:10,Carga de esterilizador liberada,3/23/22 17:42
Entrada Material Sucio,3/23/22 13:45,1278,Cargado en carro L+D,3/23/22 14:03,HUBU-CCEE.ORL.OM089R-0-CN32976,Carga L+D iniciada,3/23/22 14:54,Carga L+D liberada,3/23/22 16:07,Montaje,3/23/22 16:12,Produccion montada,3/23/22 16:12,Composicion de cargas,3/23/22 16:14,Carga de esterilizador liberada,3/23/22 17:42
Entrada Material Sucio,3/23/22 13:45,1278,Cargado en carro L+D,3/23/22 14:03,HUBU-CCEE.ORL.BD220R-0-CN32977,Carga L+D iniciada,3/23/22 14:54,Carga L+D liberada,3/23/22 16:07,Montaje,3/23/22 16:12,Produccion montada,3/23/22 16:12,Composicion de cargas,3/23/22 16:14,Carga de esterilizador liberada,3/23/22 17:42
Entrada Material Sucio,3/23/22 13:45,1278,Cargado en carro L+D,3/23/22 14:03,HUBU-CCEE.ORL.BH444R-0-CN32979,Carga L+D iniciada,3/23/22 14:54,Carga L+D liberada,3/23/22 16:07,Montaje,3/23/22 16:12,Produccion montada,3/23/22 16:12,Composicion de cargas,3/23/22 16:14,Carga de esterilizador liberada,3/23/22 17:42
Entrada Material Sucio,3/23/22 13:45,1278,Cargado en carro L+D,3/23/22 14:03,HUBU-CCEE.ORL.OK039R-0-CN32980,Carga L+D iniciada,3/23/22 14:54,Carga L+D liberada,3/23/22 16:07,Montaje,3/23/22 16:13,Produccion montada,3/23/22 16:13,Composicion de cargas,3/23/22 16:14,Carga de esterilizador liberada,3/23/22 17:42
Entrada Material Sucio,3/23/22 13:45,1278,Cargado en carro L+D,3/23/22 14:03,HUBU-CCEE.ORL.OK049R-0-CN32981,Carga L+D iniciada,3/23/22 14:54,Carga L+D liberada,3/23/22 16:07,Montaje,3/23/22 16:13,Produccion montada,3/23/22 16:13,Composicion de cargas,3/23/22 16:14,Carga de esterilizador liberada,3/23/22 17:42
Entrada Material Sucio,3/23/22 13:45,1278,Cargado en carro L+D,3/23/22 14:03,HUBU-CCEE.ORL.OK081R-0-CN32982,Carga L+D iniciada,3/23/22 14:54,Carga L+D liberada,3/23/22 16:07,Montaje,3/23/22 16:13,Produccion montada,3/23/22 16:13,Composicion de cargas,3/23/22 16:14,Carga de esterilizador liberada,3/23/22 17:42
Entrada Material Sucio,3/23/22 13:45,1278,Cargado en carro L+D,3/23/22 14:03,HUBU-CCEE.ORL.OK037R-0-CN32983,Carga L+D iniciada,3/23/22 14:54,Carga L+D liberada,3/23/22 16:07,Montaje,3/23/22 16:13,Produccion montada,3/23/22 16:13,Composicion de cargas,3/23/22 16:14,Carga de esterilizador liberada,3/23/22 17:42
Entrada Material Sucio,3/23/22 13:45,1278,Cargado en carro L+D,3/23/22 14:03,HUBU-CCEE.ORL.OG002R-0-CN32984,Carga L+D iniciada,3/23/22 14:54,Carga L+D liberada,3/23/22 16:07,Montaje,3/23/22 16:13,Produccion montada,3/23/22 16:13,Composicion de cargas,3/23/22 16:14,Carga de esterilizador liberada,3/23/22 17:42
Entrada Material Sucio,3/23/22 13:45,1278,Cargado en carro L+D,3/23/22 14:04,HUBU-QUI.GIN.BM067R-0-CN32868,Carga L+D iniciada,3/23/22 14:54,Carga L+D liberada,3/23/22 16:07,Montaje,3/23/22 14:02,Produccion montada,3/23/22 14:02,Composicion de cargas,3/23/22 16:11,Carga de esterilizador liberada,3/23/22 17:42
Entrada Material Sucio,3/23/22 14:16,1278,Cargado en carro L+D,3/23/22 14:37,HUBU-QUI.URO.002-1-CN32891,Carga L+D iniciada,3/23/22 14:54,Carga L+D liberada,3/23/22 16:07,Montaje,3/23/22 16:35,Produccion montada,3/23/22 16:36,Composicion de cargas,3/23/22 16:49,Carga de esterilizador liberada,3/23/22 18:22
Entrada Material Sucio,3/23/22 12:37,1279,Cargado en carro L+D,3/23/22 14:02,HUBU-TR.001-1-CN32780,Carga L+D iniciada,3/23/22 14:55,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 17:26,Produccion montada,3/23/22 17:31,Composicion de cargas,3/23/22 18:29,Carga de esterilizador liberada,3/23/22 20:18
Entrada Material Sucio,3/23/22 13:43,1279,Cargado en carro L+D,3/23/22 14:19,HNB-CPL.003-15-CN32849,Carga L+D iniciada,3/23/22 14:55,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 17:36,Produccion montada,3/23/22 17:38,Composicion de cargas,3/23/22 19:49,Carga de esterilizador liberada,3/23/22 21:35
Entrada Material Sucio,3/23/22 13:43,1279,Cargado en carro L+D,3/23/22 14:19,HNB-CPL.003-2-CN32852,Carga L+D iniciada,3/23/22 14:55,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 17:39,Produccion montada,3/23/22 17:39,Composicion de cargas,3/23/22 19:49,Carga de esterilizador liberada,3/23/22 21:35
Entrada Material Sucio,3/23/22 13:43,1279,Cargado en carro L+D,3/23/22 14:22,HNB-CP.003-1-CN32854,Carga L+D iniciada,3/23/22 14:55,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 17:27,Produccion montada,3/23/22 17:30,Composicion de cargas,3/23/22 19:49,Carga de esterilizador liberada,3/23/22 21:35
Entrada Material Sucio,3/23/22 13:43,1279,Cargado en carro L+D,3/23/22 14:22,HUBU-TR.005-1-CN32853,Carga L+D iniciada,3/23/22 14:55,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 17:34,Produccion montada,3/23/22 17:36,Composicion de cargas,3/23/22 19:49,Carga de esterilizador liberada,3/23/22 21:35
Entrada Material Sucio,3/23/22 13:43,1279,Cargado en carro L+D,3/23/22 14:24,HNB-CPL.001-4-CN32845,Carga L+D iniciada,3/23/22 14:55,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 17:32,Produccion montada,3/23/22 17:42,Composicion de cargas,3/23/22 18:29,Carga de esterilizador liberada,3/23/22 20:18
Entrada Material Sucio,3/23/22 13:43,1279,Cargado en carro L+D,3/23/22 14:27,HNB-CPL.002-1-CN32851,Carga L+D iniciada,3/23/22 14:55,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 16:38,Produccion montada,3/23/22 16:44,Composicion de cargas,3/23/22 16:49,Carga de esterilizador liberada,3/23/22 18:22
Entrada Material Sucio,3/23/22 13:43,1279,Cargado en carro L+D,3/23/22 14:27,HUBU-CPL.020-2-CN32840,Carga L+D iniciada,3/23/22 14:55,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 17:30,Produccion montada,3/23/22 17:30,Composicion de cargas,3/23/22 19:49,Carga de esterilizador liberada,3/23/22 21:35
Entrada Material Sucio,3/23/22 13:43,1279,Cargado en carro L+D,3/23/22 14:44,HNB-CP.003-2-CN32855,Carga L+D iniciada,3/23/22 14:55,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 17:22,Produccion montada,3/23/22 17:22,Composicion de cargas,3/23/22 19:49,Carga de esterilizador liberada,3/23/22 21:35
Entrada Material Sucio,3/23/22 14:16,1279,Cargado en carro L+D,3/23/22 14:19,EQP-QUI.URO.010-4-CN32893,Carga L+D iniciada,3/23/22 14:55,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 17:16,Produccion montada,3/23/22 17:16,Composicion de cargas,3/23/22 17:41,Carga de esterilizador liberada,3/23/22 18:56
Entrada Material Sucio,3/23/22 14:16,1279,Cargado en carro L+D,3/23/22 14:45,HGY-QUI.CV.001-1-CN32886,Carga L+D iniciada,3/23/22 14:55,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 16:35,Produccion montada,3/23/22 16:35,Composicion de cargas,3/23/22 21:39,Carga de esterilizador liberada,3/24/22 6:54
Entrada Material Sucio,3/23/22 14:45,1279,Cargado en carro L+D,3/23/22 14:47,EQP-QUI.CG.OPT-14-CN32903,Carga L+D iniciada,3/23/22 14:55,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 17:15,Produccion montada,3/23/22 17:15,Composicion de cargas,3/23/22 18:19,Carga de esterilizador liberada,3/23/22 20:02
Entrada Material Sucio,3/23/22 14:45,1279,Cargado en carro L+D,3/23/22 14:54,HUBU-TR.001-2-CN32911,Carga L+D iniciada,3/23/22 14:55,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 17:21,Produccion montada,3/23/22 17:25,Composicion de cargas,3/23/22 19:49,Carga de esterilizador liberada,3/23/22 21:35
Entrada Material Sucio,3/23/22 12:37,1280,Cargado en carro L+D,3/23/22 13:41,HNB-CP.011-1-CN32775,Carga L+D iniciada,3/23/22 15:03,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 16:24,Produccion montada,3/23/22 16:31,Composicion de cargas,3/23/22 16:49,Carga de esterilizador liberada,3/23/22 18:22
Entrada Material Sucio,3/23/22 12:37,1280,Cargado en carro L+D,3/23/22 13:41,HNB-ORL.002-4-CN32788,Carga L+D iniciada,3/23/22 15:03,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 17:11,Produccion montada,3/23/22 17:19,Composicion de cargas,3/23/22 17:31,Carga de esterilizador liberada,3/23/22 19:41
Entrada Material Sucio,3/23/22 12:37,1280,Cargado en carro L+D,3/23/22 14:01,HNB-CV.001-1-CN32791,Carga L+D iniciada,3/23/22 15:03,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 17:06,Produccion montada,3/23/22 17:18,Composicion de cargas,3/23/22 18:19,Carga de esterilizador liberada,3/23/22 20:02
Entrada Material Sucio,3/23/22 12:37,1280,Cargado en carro L+D,3/23/22 14:11,HNB-CPL.003-14-CN32786,Carga L+D iniciada,3/23/22 15:03,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 16:58,Produccion montada,3/23/22 16:59,Composicion de cargas,3/23/22 18:19,Carga de esterilizador liberada,3/23/22 20:02
Entrada Material Sucio,3/23/22 12:37,1280,Cargado en carro L+D,3/23/22 14:11,HUBU-TR.003-1-CN32785,Carga L+D iniciada,3/23/22 15:03,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 17:04,Produccion montada,3/23/22 17:10,Composicion de cargas,3/23/22 18:19,Carga de esterilizador liberada,3/23/22 20:02
Entrada Material Sucio,3/23/22 13:06,1280,Cargado en carro L+D,3/23/22 13:20,EQP-CCEE.GIN.001-5-CN32798,Carga L+D iniciada,3/23/22 15:03,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 16:27,Produccion montada,3/23/22 16:28,Composicion de cargas,3/23/22 16:49,Carga de esterilizador liberada,3/23/22 18:22
Entrada Material Sucio,3/23/22 13:07,1280,Cargado en carro L+D,3/23/22 13:20,EQP-CCEE.GIN.001-4-CN32802,Carga L+D iniciada,3/23/22 15:03,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 16:37,Produccion montada,3/23/22 16:37,Composicion de cargas,3/23/22 16:49,Carga de esterilizador liberada,3/23/22 18:22
Entrada Material Sucio,3/23/22 13:43,1280,Cargado en carro L+D,3/23/22 14:01,HNB-CPL.003-5-CN32846,Carga L+D iniciada,3/23/22 15:03,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 16:54,Produccion montada,3/23/22 16:56,Composicion de cargas,3/23/22 18:19,Carga de esterilizador liberada,3/23/22 20:02
Entrada Material Sucio,3/23/22 13:43,1280,Cargado en carro L+D,3/23/22 14:14,HNB-CPL.002-8-CN32848,Carga L+D iniciada,3/23/22 15:03,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 16:41,Produccion montada,3/23/22 16:45,Composicion de cargas,3/23/22 16:49,Carga de esterilizador liberada,3/23/22 18:22
Entrada Material Sucio,3/23/22 14:45,1280,Cargado en carro L+D,3/23/22 15:01,TRAN-QUI.TRA.EXATECH-3-CN32900,Carga L+D iniciada,3/23/22 15:03,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 16:31,Produccion montada,3/23/22 16:31,Composicion de cargas,3/23/22 16:49,Carga de esterilizador liberada,3/23/22 18:22
Entrada Material Sucio,3/23/22 14:16,1281,Cargado en carro L+D,3/23/22 14:23,EQP-QUI.OFT.002-2-CN32894,Carga L+D iniciada,3/23/22 15:22,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 18:09,Produccion montada,3/23/22 18:10,Composicion de cargas,3/23/22 18:29,Carga de esterilizador liberada,3/23/22 20:18
Entrada Material Sucio,3/23/22 14:16,1281,Cargado en carro L+D,3/23/22 14:25,HNB-OFT.003-8-CN32896,Carga L+D iniciada,3/23/22 15:22,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 16:27,Produccion montada,3/23/22 16:27,Composicion de cargas,3/23/22 17:31,Carga de esterilizador liberada,3/23/22 19:41
Entrada Material Sucio,3/23/22 14:16,1281,Cargado en carro L+D,3/23/22 14:25,HNB-OFT.002-19-CN32895,Carga L+D iniciada,3/23/22 15:22,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 16:32,Produccion montada,3/23/22 16:32,Composicion de cargas,3/23/22 17:31,Carga de esterilizador liberada,3/23/22 19:41
Entrada Material Sucio,3/23/22 14:16,1281,Cargado en carro L+D,3/23/22 15:04,EXT-QUI.OFT.007-1-CN32892,Carga L+D iniciada,3/23/22 15:22,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 16:25,Produccion montada,3/23/22 16:26,Composicion de cargas,3/23/22 16:29,Carga de esterilizador liberada,3/24/22 7:30
Entrada Material Sucio,3/23/22 14:45,1281,Cargado en carro L+D,3/23/22 15:03,HNB-OFT.003-5-CN32904,Carga L+D iniciada,3/23/22 15:22,Carga L+D liberada,3/23/22 16:14,Montaje,3/23/22 16:27,Produccion montada,3/23/22 16:27,Composicion de cargas,3/23/22 17:31,Carga de esterilizador liberada,3/23/22 19:41
Entrada Material Sucio,3/23/22 15:20,1282,Cargado en carro L+D,3/23/22 15:27,HNB-CPL.002-10-CN32940,Carga L+D iniciada,3/23/22 16:03,Carga L+D liberada,3/23/22 17:10,Montaje,3/23/22 17:56,Produccion montada,3/23/22 17:58,Composicion de cargas,3/23/22 18:29,Carga de esterilizador liberada,3/23/22 20:18
Entrada Material Sucio,3/23/22 15:20,1282,Cargado en carro L+D,3/23/22 15:32,HNB-CP.003-4-CN32939,Carga L+D iniciada,3/23/22 16:03,Carga L+D liberada,3/23/22 17:10,Montaje,3/23/22 17:57,Produccion montada,3/23/22 18:02,Composicion de cargas,3/23/22 18:29,Carga de esterilizador liberada,3/23/22 20:18
Entrada Material Sucio,3/23/22 15:20,1282,Cargado en carro L+D,3/23/22 15:39,HNB-CG.012-3-CN32937,Carga L+D iniciada,3/23/22 16:03,Carga L+D liberada,3/23/22 17:10,Montaje,3/23/22 17:37,Produccion montada,3/23/22 17:53,Composicion de cargas,3/23/22 18:29,Carga de esterilizador liberada,3/23/22 20:18
Entrada Material Sucio,3/23/22 15:20,1282,Cargado en carro L+D,3/23/22 15:39,HUBU-TR.008-3-CN32936,Carga L+D iniciada,3/23/22 16:03,Carga L+D liberada,3/23/22 17:10,Montaje,3/23/22 17:45,Produccion montada,3/23/22 17:45,Composicion de cargas,3/23/22 18:29,Carga de esterilizador liberada,3/23/22 20:18
Entrada Material Sucio,3/23/22 15:20,1282,Cargado en carro L+D,3/23/22 15:39,HNB-CG.012-4-CN32941,Carga L+D iniciada,3/23/22 16:03,Carga L+D liberada,3/23/22 17:10,Montaje,3/23/22 17:54,Produccion montada,3/23/22 18:06,Composicion de cargas,3/23/22 18:29,Carga de esterilizador liberada,3/23/22 20:18
Entrada Material Sucio,3/23/22 15:21,1282,Cargado en carro L+D,3/23/22 15:37,EXT-QUI.CPL.006-1-CN32944,Carga L+D iniciada,3/23/22 16:03,Carga L+D liberada,3/23/22 17:10,Montaje,3/23/22 17:47,Produccion montada,3/23/22 17:48,Composicion de cargas,3/23/22 18:19,Carga de esterilizador liberada,3/23/22 20:02
Entrada Material Sucio,3/23/22 15:50,1282,Cargado en carro L+D,3/23/22 15:56,EQP-QUI.URO.001-1-CN32957,Carga L+D iniciada,3/23/22 16:03,Carga L+D liberada,3/23/22 17:10,Montaje,3/23/22 17:42,Produccion montada,3/23/22 17:44,Composicion de cargas,3/23/22 18:29,Carga de esterilizador liberada,3/23/22 20:18
Entrada Material Sucio,3/23/22 15:50,1282,Cargado en carro L+D,3/23/22 15:56,EQP-QUI.URO.002-2-CN32959,Carga L+D iniciada,3/23/22 16:03,Carga L+D liberada,3/23/22 17:10,Montaje,3/23/22 17:50,Produccion montada,3/23/22 17:51,Composicion de cargas,3/23/22 18:19,Carga de esterilizador liberada,3/23/22 20:02
