r.KitID,r.DurationBetweenSterilizations,r.CycleNumber,DurationDifference
HNB-NC.019-3,283,1,-700.0
HUBU-NC.007-2,280,1,-774.0
EXT-QUI.004-0,139,1,139.0
EXT-QUI.NAV_COLUM-3,518,1,451.0
HNB-NC.010-1,283,1,-875.0
HGY-QUI.NEUR.SUELTO-0,0,1,-1206.0
HGY-QUI.NEUR.SUELTO-0,32,1,32.0
TRAN-QUI.TRA.EXATECH-9,431,1,-432.0
TRAN-QUI.TRA.EXATECH-8,278,1,58.0
TRAN-QUI.TRA.EXATECH-6,679,1,-404.0
TRAN-QUI.TRA.EXATECH-5,483,1,-697.0
TRAN-QUI.TRA.EXATECH-3,310,1,-499.0
TRAN-QUI.TRA.EXATECH-2,307,1,-502.0
TRAN-QUI.TRA.EXATECH-1,307,1,-502.0
HNB-CPL.003-15,443,1,-764.0
HNB-CPL.003-11,133,1,-30.0
HNB-CPL.003-7,350,1,307.0
HNB-CPL.003-5,443,1,-661.0
HNB-CPL.003-4,443,1,-764.0
HNB-CPL.003-2,443,1,362.0
HNB-CPL.002-1,318,1,-736.0
HGY-QUI.TRA.SUELTO-0,0,1,-993.0
HGY-QUI.TRA.SUELTO-0,604,1,604.0
EXT-QUI.KIRSCHNER-0,0,1,-920.0
EXT-QUI.KIRSCHNER-0,829,1,829.0
HUBU-TR.012-3,1061,1,186.0
HUBU-TR.012-1,807,1,-450.0
HUBU-TR.003-5,1050,1,196.0
HUBU-TR.003-4,893,1,-196.0
HUBU-TR.003-2,890,1,-6.0
HUBU-TR.002-5,955,1,40.0
HUBU-TR.002-1,890,1,-122.0
HUBU-TR.001-3,955,1,-113.0
HUBU-TR.001-1,813,1,-457.0
EXT-QUI.011-0,1122,1,202.0
TRAN-QUI.TRA.STRYKER-3,919,1,-41.0
TRAN-QUI.TRA.STRYKER-2,922,1,81.0
TRAN-QUI.TRA.STRYKER-1,914,1,63.0
HUBU-TR.020-1,928,1,-52.0
HUBU-TR.019-3,807,1,-191.0
HUBU-TR.019-1,958,1,-126.0
HUBU-QUI.TR.FK176R-0,677,1,-536.0
HNB-TR.010-4,956,1,41.0
DEP-QUI.TRA.ZIMMER-25,1089,1,
DEP-QUI.TRA.ZIMMER-4,1055,1,611.0
DEP-QUI.TRA.STRYK-48,941,1,-30.0
DEP-QUI.TRA.STRYK-42,917,1,-45.0
DEP-QUI.TRA.STRYK-4,920,1,-154.0
EXT-QUI.NAV_CRANEAL-1,855,1,-128.0
EXT-QUI.NEUR.CUSA36-1,912,1,-156.0
HUBU-QUI.NEU.SET-0,0,1,-982.0
HUBU-QUI.NEU.SET-0,712,1,712.0
DEP-QUI.NEUR.SYNTHES-2,855,1,-128.0
HNB-NC.010-2,1177,1,300.0
HGY-QUI.NEUR.SUELTO-0,0,1,-32.0
HGY-QUI.NEUR.SUELTO-0,563,1,563.0
HUBU-QUI.CPL.JG524R-0,1153,1,-40.0
HUBU-QUI.CPL.GK703R-0,0,1,-1422.0
HUBU-QUI.CPL.GK703R-0,852,1,852.0
HUBU-QUI.CPL.GK701R-0,0,1,-1258.0
HUBU-QUI.CPL.GK701R-0,843,1,843.0
HNB-CPL.002-9,806,1,-233.0
HNB-CPL.002-8,955,1,-172.0
HNB-CPL.002-7,1062,1,898.0
HNB-CPL.002-4,812,1,-168.0
HNB-CPL.002-3,806,1,-86.0
HNB-CPL.001-1,1210,1,589.0
EXT-QUI.CPL.007-1,855,1,-539.0
EXT-QUI.004-0,563,1,424.0
EXT-QUI.002-0,563,1,306.0
EQP-QUI.CPL.006-2,1261,1,580.0
HNB-CPL.008c-1,797,1,-234.0
HGY-QUI.CPL.SUELTO-0,0,1,-993.0
HGY-QUI.CPL.SUELTO-0,909,1,909.0
EXT-QUI.CPL.002-1,872,1,-127.0
EXT-QUI.009-0,1087,1,-190.0
HNB-GIN.006-3,956,1,79.0
HNB-GIN.005-3,1190,1,484.0
HNB-CPL.016-1,1015,1,-99.0
HNB-CPL.001-5,1016,1,-98.0
EXT-QUI.012-0,772,1,772.0
EXT-QUI.GIN.002-2,1153,1,549.0
EQP-QUI.GINE.008-1,945,1,-444.0
EQP-QUI.GINE.006-1,952,1,-196.0
EQP-QUI.GINE.001-6,943,1,83.0
EQP-QUI.GINE.001-1,1224,1,937.0
DEP-QUI.GIN-1,1016,1,-234.0
HGY-QUI.GIN.SUELTO-0,1047,1,248.0
HNB-CG.013a-1,872,1,-45.0
HNB-CG.012-3,583,1,313.0
HNB-CG.010-3,952,1,
HNB-CG.010-2,798,1,
HNB-CG.007-8,1066,1,79.0
HNB-CG.007-5,853,1,-215.0
HNB-CG.007-1,1016,1,812.0
HNB-CG.005-2,956,1,-18.0
HNB-CG.003-10,1160,1,111.0
HNB-CG.003-7,965,1,-101.0
HNB-CG.003-4,636,1,-795.0
HNB-CG.003-2,918,1,366.0
HNB-CG.003-1,836,1,-253.0
HNB-CG.002-6,1037,1,
HNB-CG.001-10,1063,1,50.0
HNB-CG.001-4,1410,1,-21.0
HNB-CG.001-3,956,1,41.0
EXT-QUI.CG.006-1,720,1,
EQP-DAVINCI.022-1,764,1,693.0
HNB-CG.013c-4,1016,1,-338.0
HNB-CG.013b-7,959,1,42.0
HGY-QUI.CG.SUELTO-0,0,1,-1206.0
HGY-QUI.CG.SUELTO-0,1299,1,1299.0
EQP-QUI.OPT-23,583,1,351.0
EQP-QUI.OPT-6,804,1,
EQP-QUI.CG.OPT-2,844,1,-222.0
HGY-QUI.CV.001-1,956,1,-275.0
HGY-QUI.URO.SUELTO-0,0,1,-1192.0
HGY-QUI.URO.SUELTO-0,1060,1,1060.0
HNB-URO.001-8,981,1,176.0
HNB-URO.001-6,846,1,-49.0
HNB-URO.001-4,904,1,13.0
HNB-URO.001-3,820,1,-174.0
HNB-URO.001-2,969,1,118.0
EXT-QUI.004-0,0,1,-563.0
HUBU-ORL.023-2,904,1,-301.0
HUBU-ORL.021-1,1016,1,69.0
HUBU-ORL.001-7,1029,1,-108.0
HGY-QUI.ORLSUELTO-0,992,1,16.0
HGY-QUI.ORL.845219-0,0,1,-1060.0
HGY-QUI.ORL.845219-0,992,1,992.0
HNB-ORL.005-2,962,1,-113.0
HNB-ORL.005-1,886,1,-118.0
HGY-QUI.SUELTO-0,1139,1,308.0
EXT-QUI.009-0,14,1,-1073.0
EXT-QUI.002-0,0,1,-563.0
HNB-OFT.010-10,866,1,46.0
HNB-OFT.010-8,940,1,-40.0
HNB-OFT.010-7,820,1,-74.0
HNB-OFT.010-3,849,1,-230.0
HNB-OFT.006-1,907,1,
HNB-OFT.003-8,1027,1,6.0
HNB-OFT.003-7,861,1,-21.0
HNB-OFT.003-1,943,1,-384.0
HGY-QUI.OFT.SUELTO-0,0,1,-268.0
HGY-QUI.OFT.SUELTO-0,577,1,577.0
EXT-QUI.OMS800.04-0,0,1,-346.0
EXT-QUI.OMS800.04-0,577,1,577.0
EXT-QUI.OMS800.02-0,0,1,-257.0
EXT-QUI.OMS800.02-0,577,1,577.0
HNB-OFT.002-19,1050,1,24.0
HNB-OFT.002-18,1079,1,74.0
HNB-OFT.002-16,984,1,59.0
HNB-OFT.002-13,886,1,-39.0
HNB-OFT.002-11,1225,1,414.0
HNB-OFT.002-10,1176,1,367.0
HNB-OFT.002-9,1225,1,35.0
HNB-OFT.002-6,826,1,-152.0
HNB-OFT.002-5,1224,1,497.0
HNB-OFT.002-4,1134,1,238.0
HNB-OFT.002-1,934,1,-44.0
HGY-QUI.CV.SUELTO-0,0,1,-1226.0
HGY-QUI.CV.SUELTO-0,1108,1,1108.0
HNB-CV.008-1,920,1,
EXT-QUI.012-0,0,1,-772.0
HUBU-CV.023-1,1010,1,957.0
HNB-CP.003-3,969,1,-168.0
HNB-CP.003-2,936,1,-120.0
HNB-CP.003-1,1029,1,168.0
HNB-CP.002-10,826,1,-31.0
HNB-CP.002-6,820,1,-181.0
HNB-CP.002-5,1021,1,174.0
HNB-CP.002-4,933,1,-14.0
HNB-CP.002-3,1029,1,-18.0
HUBU-QUI.CP.BC545R-0,1200,1,161.0
EXT-QUI.ORL.005-1,18,1,-353.0
EQP-QUI.URO.010-4,982,1,-415.0
EXT-QUI.HARM_AZUL-0,1262,1,497.0
EXT-QUI.GOMA-0,0,1,0.0
EXT-QUI.GOMA-0,1140,1,1140.0
EXT-QUI.495NCS-0,0,1,0.0
EXT-QUI.015-0,1019,1,
EXT-QUI.495NCS-0,49,1,49.0
HNB-GIN.014-33,676,1,-584.0
HNB-GIN.014-16,810,1,76.0
HNB-GIN.009-3,992,1,191.0
EXT-QUI.004-0,6,1,6.0
HUBU-UCSI.OJOS.001-0,0,1,-1331.0
HUBU-UCSI.OJOS.001-0,1310,1,1310.0
HGY-UCSI.SUELTO-0,0,1,-1331.0
HGY-UCSI.SUELTO-0,1310,1,1310.0
HUBU-HOS.TRA.BD049R-0,1309,1,-8.0
HUBU-HOS.ORL.BH442R-0,1307,1,-19.0
HUBU-HOS.ORL.BD222R-0,1275,1,3.0
HUBU-HOS.ORL.BD049R-0,0,1,-1326.0
HUBU-HOS.ORL.BD049R-0,1307,1,1307.0
HUBU-CCEE.ORL.OK039R-0,1123,1,-185.0
HUBU-CCEE.ORL.BD880R-0,1121,1,1055.0
HUBU-HOS.MI.BH442R-0,1274,1,-46.0
HUBU-HOS.MI.BH110R-0,1299,1,
HUBU-HOS.MI.BD049R-0,0,1,-1316.0
HUBU-HOS.MI.BD049R-0,1304,1,1304.0
HUBU-HOS.GINE.BH646R-0,1322,1,
HUBU-HOS.DIG.BH442R-0,1313,1,-8.0
HGY-HOS.SUELTO-0,1308,1,1295.0
HUBU-HOS.CV.BH442R-0,1298,1,-54.0
HUBU-HOS.CV.BD559R-0,1298,1,-53.0
HUBU-HOS.CPL.BH442R-0,991,1,
HUBU-HOS.CGA.BH442R-0,1304,1,-61.0
EXT-HOS.007-0,0,1,0.0
HGY-OBST.SUELTO-0,0,1,-1227.0
HGY-OBST.SUELTO-0,1360,1,1360.0
HUBU-HOS.VNEO.025-9,1040,1,-61.0
HUBU-HOS.VNEO.025-8,1008,1,-6.0
EXT-HOS.007-0,1162,1,1162.0
EXT-HOS.006-0,0,1,-1009.0
EXT-HOS.006-0,1124,1,1124.0
HUBU-HOS.NEO.K1-5000-0,1013,1,-19.0
HUBU-HOS.NEO.BLEFARP-0,0,1,0.0
HUBU-HOS.NEO.BLEFARP-0,1013,1,1013.0
HUBU-HOS.NEO.BLEFARM-0,0,1,-1032.0
HUBU-HOS.NEO.BLEFARM-0,1013,1,1013.0
HGY-NEO.SUELTO-0,0,1,-1059.0
HGY-NEO.SUELTO-0,1152,1,1152.0
EQP-CCEE.GIN.006-2,1071,1,-84.0
EQP-CCEE.GIN.006-1,1071,1,-84.0
EQP-CCEE.GIN.005-2,1071,1,-57.0
EQP-CCEE.GIN.005-1,1071,1,-57.0
EQP-CCEE.GIN.003-3,1071,1,-71.0
EQP-CCEE.GIN.003-2,1071,1,-83.0
EQP-CCEE.GIN.003-1,1071,1,-83.0
EQP-CCEE.GIN.002-4,1082,1,-68.0
EQP-CCEE.GIN.002-3,1071,1,-83.0
EQP-CCEE.GIN.002-2,1071,1,-99.0
EQP-CCEE.GIN.002-1,1071,1,-99.0
EQP-CCEE.GIN.001-6,1069,1,-85.0
EQP-CCEE.GIN.001-5,1069,1,-84.0
EQP-CCEE.GIN.001-4,1070,1,-83.0
EQP-CCEE.GIN.001-3,1068,1,-86.0
EQP-CCEE.GIN.001-2,1070,1,-83.0
EQP-CCEE.GIN.001-1,1074,1,-79.0
HUBU-CCEE.GIN.FB416R-0,1177,1,-154.0
HUBU-CCEE.GIN.ER055R-0,0,1,-1330.0
HUBU-CCEE.GIN.ER055R-0,1181,1,1181.0
HUBU-CCEE.GIN.EO010R-0,0,1,-1325.0
HUBU-CCEE.GIN.EO010R-0,1176,1,1176.0
HUBU-CCEE.GIN.EM105R-0,1257,1,
HUBU-CCEE.GIN.EM103R-0,1184,1,
HUBU-CCEE.GIN.EL075R-0,1192,1,
HUBU-CCEE.GIN.BH646R-0,0,1,-1331.0
HUBU-CCEE.GIN.BH646R-0,1176,1,1176.0
HUBU-CCEE.GIN.BH446R-0,0,1,-1332.0
HUBU-CCEE.GIN.BH446R-0,1175,1,1175.0
HUBU-CCEE.GIN.BC604R-0,1177,1,-172.0
HUBU-CCEE.GIN.AN711R-0,0,1,-1355.0
HUBU-CCEE.GIN.AN711R-0,1185,1,1185.0
HGY-CCEE.SUELTO-0,1166,1,1099.0
HNB-CPL.004-2,1067,1,-134.0
DEP-QUI.TRA.ACUMED-9,987,1,-319.0
DEP-QUI.TRA.ACUMED-2,146,1,-1096.0
HUBU-TR.003-6,1001,1,-431.0
HUBU-NC.007-1,1278,1,132.0
HNB-CPL.003-16,994,1,10.0
HNB-CPL.003-9,994,1,122.0
HNB-CPL.003-3,1040,1,1.0
HNB-CPL.002-6,1202,1,140.0
HNB-CPL.002-5,1250,1,795.0
HUBU-TR.008-4,1078,1,66.0
HUBU-TR.008-1,1250,1,1086.0
HNB-NC.010-3,1229,1,1193.0
HUBU-CCEE.SUELTO-0,1260,1,-69.0
HGY-CCEE.SUELTO-0,0,1,-1166.0
HUBU-CCEE.SUELTO-0,9,1,-1251.0
HGY-PTM.SUELTO-0,0,1,-1348.0
HGY-PTM.SUELTO-0,1260,1,1260.0
HUBU-CCEE.GIN.BM067R-0,1276,1,-110.0
HUBU-CCEE.GIN.BD222R-0,1261,1,-54.0
HUBU-CCEE.GIN.BD050R-0,1261,1,-134.0
HUBU-CCEE.ORL.OK081R-0,0,1,-1308.0
HUBU-CCEE.ORL.OK081R-0,1261,1,1261.0
HUBU-CCEE.ORL.OK049R-0,1263,1,1197.0
HUBU-CCEE.ORL.OK037R-0,1258,1,-82.0
HUBU-CCEE.ORL.OK035R-0,1262,1,-46.0
HUBU-CCEE.ORL.OG002R-0,14,1,-1148.0
HUBU-CCEE.ORL.GF363R-0,0,1,-1135.0
HUBU-CCEE.ORL.GF363R-0,11,1,11.0
HUBU-CCEE.ORL.GF362R-0,1261,1,-48.0
HUBU-CCEE.ORL.BD883R-0,0,1,-1311.0
HUBU-CCEE.ORL.BD883R-0,1261,1,1261.0
HUBU-CCEE.ORL.BD510R-0,1255,1,-34.0
HUBU-QUI.HEMO.JG523R-0,0,1,-1293.0
HUBU-QUI.HEMO.JG523R-0,1262,1,1262.0
HUBU-QUI.ELEC.JG523R-0,0,1,-1144.0
HUBU-QUI.ELEC.JG523R-0,1233,1,1233.0
HUBU-QUI.ELEC.BH111R-0,0,1,-1293.0
HUBU-QUI.ELEC.BH111R-0,1254,1,1254.0
HGY-ELECT.SUELTO-0,0,1,-1095.0
HGY-ELECT.SUELTO-0,1168,1,1168.0
HUBU-HOS.HMDL.BC606R-0,1300,1,-36.0
HUBU-CCEE.CV.BD511R-0,0,1,-1313.0
HUBU-CCEE.CV.BD511R-0,1259,1,1259.0
HUBU-CCEE.CV.BD222R-0,0,1,-1313.0
HUBU-CCEE.CV.BD222R-0,1259,1,1259.0
EXT-CCEE.001-0,0,1,-1333.0
EXT-CCEE.001-0,1247,1,1247.0
HUBU-CCEE.CPL.BD222R-0,11,1,-1285.0
HUBU-CCEE.CPL.BD029R-0,0,1,-1283.0
HUBU-CCEE.CPL.BD029R-0,1307,1,1307.0
HUBU-CCEE.CIN.BN004R-0,1265,1,-66.0
HUBU-CCEE.CIN.BD222R-0,1266,1,-65.0
HUBU-CCEE.CIN.BC060R-0,1288,1,-8.0
HUBU-CCEE.CGD.BH111R-0,13,1,-1183.0
HUBU-CCEE.CGD.BD049R-0,12,1,-1146.0
HGY-PFUNC.SUELTO-0,1294,1,1294.0
EXT-GAFAS-0,0,1,-78.0
EXT-GAFAS-0,244,1,244.0
EXT-GAFAS-0,0,1,-244.0
EXT-GAFAS-0,67,1,67.0
HNB-GIN.005-5,1344,1,-86.0
HNB-GIN.005-8,183,1,-586.0
HNB-CPL.003-15,143,1,-300.0
HNB-CPL.003-12,272,1,-600.0
HNB-CPL.003-11,83,1,-50.0
HNB-CPL.003-10,83,1,-985.0
HNB-CPL.003-7,143,1,-207.0
HNB-CPL.003-5,143,1,-300.0
HNB-CPL.003-4,143,1,-300.0
HNB-CPL.003-2,83,1,-360.0
HNB-CG.013c-2,1322,1,175.0
HNB-CG.013b-6,1322,1,70.0
HNB-URO.003-4,1,1,-1033.0
HUBU-QUI.URO.001-1,215,1,-247.0
EXT-QUI.URO.006-1,28,1,-642.0
HUBU-TR.008-2,304,1,-854.0
HNB-TR.010-2,1311,1,233.0
HUBU-NC.006-2,21,1,-1242.0
HNB-CG.007-2,10,1,-804.0
HNB-CG.003-6,1400,1,1032.0
EXT-QUI.010-0,0,1,-459.0
EXT-QUI.010-0,29,1,29.0
HGY-NEO.SUELTO-0,177,1,-975.0
HGY-QUI.NEUR.SUELTO-0,316,1,-247.0
HUBU-URG.000-0,0,1,-1357.0
HUBU-URG.000-0,1317,1,1317.0
HGY-QUI.URG.SUELTO-0,1299,1,-44.0
TRAN-QUI.TRA.ACUMED-1,546,1,-641.0
EXT-GAFAS-0,0,1,-67.0
EXT-GAFAS-0,212,1,212.0
EXT-GAFAS-0,0,1,-212.0
EXT-GAFAS-0,9,1,9.0
EXT-QUI.OFT.008-0,169,1,91.0
EXT-QUI.OFT.007-1,189,1,-161.0
EXT-CISTOSCOPIAS-0,0,1,-351.0
EXT-CISTOSCOPIAS-0,369,1,369.0
DEP-QUI.TRA.ZIMMER-3,156,1,100.0
DEP-QUI.TRA-8,156,1,100.0
DEP-QUI.TRA-7,156,1,100.0
DEP-QUI.TRA-6,156,1,-1271.0
DEP-QUI.TRA-5,284,1,-876.0
DEP-QUI.TRA-2,156,1,100.0
HNB-CG.003-10,413,1,-747.0
HNB-CG.003-9,152,1,-1084.0
HNB-CG.003-5,162,1,-539.0
HNB-CG.003-3,221,1,-185.0
HNB-CG.003-1,155,1,-681.0
HNB-URO.003-3,57,1,-1111.0
HNB-GIN.014-13,850,1,-133.0
EQP-QUI.ORL.004-1,255,1,
HGY-QUI.ORL.CAJA-0,446,1,434.0
HNB-GIN.005-6,312,1,-725.0
EXT-QUI.GIN.002-2,162,1,-991.0
DEP-QUI.GIN-2,679,1,411.0
HGY-QUI.TRA.SUELTO-0,0,1,-604.0
HGY-QUI.TRA.SUELTO-0,1039,1,1039.0
HGY-QUI.TRA.CAJA-0,921,1,-181.0
HUBU-TR.012-4,824,1,-500.0
HUBU-TR.012-2,1233,1,915.0
HUBU-TR.012-1,1081,1,274.0
HUBU-TR.003-4,824,1,-69.0
HUBU-TR.003-1,1362,1,466.0
HUBU-TR.002-5,952,1,-3.0
HUBU-TR.002-3,1389,1,1246.0
HUBU-TR.002-2,1032,1,-36.0
HUBU-TR.002-1,951,1,61.0
HUBU-TR.001-2,1109,1,762.0
EXT-QUI.014-0,0,1,-289.0
EXT-QUI.014-0,670,1,670.0
EXT-QUI.011-0,0,1,-1122.0
EXT-QUI.011-0,1170,1,1170.0
EXT-QUI.004-0,790,1,784.0
TRAN-QUI.TRA.STRYKER-1,1053,1,139.0
HUBU-TR.008-1,952,1,-298.0
HUBU-QUI.TR.MD456R-0,1209,1,-35.0
HUBU-QUI.TR.FO183R-0,1160,1,-5.0
HUBU-QUI.TR.FK176R-0,1040,1,363.0
EXT-QUI.VENDA-0,0,1,-998.0
EXT-QUI.VENDA-0,1407,1,1407.0
EXT-QUI.TRA.004-3,958,1,-264.0
DEP-QUI.TRA.ZIMMER-56,1062,1,201.0
DEP-QUI.TRA.ZIMMER-55,1055,1,3.0
DEP-QUI.TRA.STRYK-56,897,1,-187.0
DEP-QUI.TRA.STRYK-55,964,1,-120.0
DEP-QUI.TRA.STRYK-46,904,1,
DEP-QUI.TRA.STRYK-45,939,1,70.0
DEP-QUI.TRA.STRYK-44,907,1,39.0
DEP-QUI.TRA.STRYK-7,907,1,0.0
DEP-QUI.TRA.CERAVER-28,1006,1,
HNB-TR.010-2,824,1,-487.0
EXT-QUI.NEUR.002-1,900,1,
EXT-QUI.NEUR.001-1,900,1,
EXT-QUI.NAV_COLUM-3,1174,1,656.0
EXT-QUI.NAV_COLUM-2,1108,1,1042.0
HNB-NC.011-4,850,1,-494.0
HNB-NC.011-3,870,1,-161.0
HUBU-QUI.CPL.SL018R-0,1104,1,-28.0
HUBU-QUI.CPL.GK703R-0,1212,1,360.0
HUBU-QUI.CPL.GK701R-0,0,1,-843.0
HUBU-QUI.CPL.GK701R-0,1013,1,1013.0
HUBU-QUI.CPL.BT030R-0,1154,1,233.0
HNB-CPL.006-2,927,1,528.0
HNB-CPL.003-17,1089,1,878.0
HNB-CPL.003-16,872,1,-122.0
HNB-CPL.003-14,1089,1,881.0
HNB-CPL.003-13,1345,1,1067.0
HNB-CPL.003-11,737,1,654.0
HNB-CPL.003-9,825,1,-169.0
HNB-CPL.003-3,872,1,-168.0
HNB-CPL.003-2,737,1,654.0
HNB-CPL.002-10,1180,1,20.0
HNB-CPL.002-9,1068,1,262.0
HNB-CPL.002-7,1089,1,27.0
HNB-CPL.002-6,872,1,-330.0
HNB-CPL.001-3,1060,1,-67.0
HNB-CPL.001-2,1234,1,248.0
EXT-QUI.CPL.007-1,872,1,17.0
EXT-QUI.002-0,790,1,790.0
EQP-QUI.CPL.006-1,1090,1,644.0
HGY-QUI.CPL.SUELTO-0,0,1,-909.0
HGY-QUI.CPL.SUELTO-0,1014,1,1014.0
EXT-QUI.CPL.002-1,872,1,0.0
HNB-GIN.006-4,871,1,-388.0
HNB-GIN.006-3,826,1,-130.0
HNB-GIN.002-3,941,1,-185.0
HUBU-QUI.GIN.JG524R-0,758,1,718.0
HUBU-GIN.024-2,908,1,-36.0
HUBU-GIN.022-3,1398,1,
HGY-QUI.GIN.SUELTO-0,0,1,-1047.0
HGY-QUI.GIN.SUELTO-0,1294,1,1294.0
HGY-QUI.GIN.CAJA-0,633,1,-779.0
HUBU-QUI.CG.BD053R-0,0,1,-1200.0
HUBU-QUI.CG.BD053R-0,938,1,938.0
HNB-CG.012-4,1007,1,-2.0
HNB-CG.001-11,1364,1,250.0
HNB-CG.001-6,1028,1,146.0
HNB-CG.001-2,954,1,-466.0
EQP-QUI.OPT-13,1326,1,1200.0
EQP-QUI.OPT-6,908,1,104.0
EQP-QUI.CG.OPT-11,1007,1,52.0
HGY-QUI.URO.SUELTO-0,0,1,-1060.0
HGY-QUI.URO.SUELTO-0,668,1,668.0
HGY-QUI.URO.CAJA-0,993,1,-18.0
HNB-URO.008-1,1037,1,32.0
EXT-QUI.003-0,1067,1,-24.0
HUBU-QUI.URO.006-1,1017,1,198.0
HUBU-QUI.SUELTO-0,1115,1,-39.0
EQP-QUI.URO.OPT-2,926,1,-282.0
EQP-QUI.URO.011-1,1096,1,
EQP-QUI.OPT-7,1274,1,1239.0
HNB-ORL.002-2,853,1,-239.0
HUBU-ORL.023-1,1237,1,1046.0
HUBU-ORL.001-6,1106,1,219.0
HUBU-ORL.001-4,1028,1,-29.0
HUBU-ORL.001-2,1085,1,239.0
HUBU-ORL.001-1,828,1,-124.0
EXT-QUI.015-0,798,1,-221.0
EXT-QUI.002-0,0,1,-790.0
HGY-QUI.ORL.CAJA-0,31,1,-415.0
EXT-QUI.ORL.004-1,1366,1,1032.0
HNB-ORL.004-5,827,1,15.0
HGY-QUI.CV.SUELTO-0,0,1,-1108.0
EXT-QUI.004-0,0,1,-790.0
HNB-OFT.010-10,827,1,-39.0
HNB-OFT.010-7,875,1,55.0
HNB-OFT.006-2,918,1,-120.0
HGY-QUI.OFT.SUELTO-0,0,1,-577.0
HGY-QUI.OFT.SUELTO-0,1133,1,1133.0
HGY-QUI.OFT.CAJA-0,1300,1,96.0
EXT-QUI.OMS800.04-0,0,1,-577.0
EXT-QUI.OMS800.04-0,1133,1,1133.0
EXT-QUI.OMS800.03-0,956,1,-274.0
EXT-QUI.OMS800.02-0,0,1,-577.0
EXT-QUI.OMS800.02-0,1134,1,1134.0
EQP-QUI.OFT.002-3,1029,1,731.0
HGY-QUI.CV.SUELTO-0,793,1,793.0
HNB-CV.010-1,631,1,
HNB-CV.008-2,631,1,482.0
HNB-CP.006-2,995,1,-70.0
HUBU-QUI.CP.BD222R-0,1284,1,332.0
HUBU-QUI.CP.BC545R-0,798,1,-402.0
HUBU-RAD.002-8,1209,1,32.0
EXT-RADV.SUELTO-0,1095,1,1060.0
HNB-GIN.014-22,644,1,-519.0
HNB-GIN.014-21,1416,1,
HNB-GIN.014-2,1367,1,639.0
HNB-GIN.014-1,658,1,-74.0
EXT-QUI.012-0,0,1,0.0
EXT-QUI.012-0,905,1,905.0
EXT-QUI.001-0,741,1,-220.0
HUBU-QUI.PAR.BD562R-0,1213,1,212.0
HGY-QUI.PARTO.SUELTO-0,0,1,-1266.0
HGY-QUI.PARTO.SUELTO-0,689,1,689.0
EXT-QUI.GOMA-0,0,1,-1140.0
EXT-QUI.495NCS-0,0,1,-49.0
EXT-QUI.GOMA-0,1073,1,1073.0
EXT-QUI.495NCS-0,764,1,764.0
HNB-URO.008-2,1074,1,-94.0
HNB-ORL.002-1,36,1,-912.0
HUBU-UCSI.OJOS.001-0,0,1,-1310.0
HUBU-UCSI.OJOS.001-0,1376,1,1376.0
HGY-UCSI.SUELTO-0,0,1,-1310.0
HGY-UCSI.SUELTO-0,1376,1,1376.0
HUBU-HOS.TRA.BD049R-0,1372,1,63.0
EXT-QUI.010-0,0,1,-29.0
EXT-QUI.010-0,732,1,732.0
HUBU-HOS.ORL.BH442R-0,1371,1,64.0
HUBU-HOS.ORL.BD049R-0,0,1,-1307.0
HUBU-HOS.ORL.BD049R-0,1371,1,1371.0
HUBU-CCEE.ORL.OK081R-0,1150,1,-111.0
HUBU-CCEE.ORL.OK049R-0,1150,1,-113.0
HUBU-CCEE.ORL.OK039R-0,1375,1,252.0
HUBU-CCEE.ORL.OG101R-0,1341,1,160.0
HUBU-CCEE.ORL.OG002R-0,0,1,-14.0
HUBU-CCEE.ORL.OG002R-0,1148,1,1148.0
HUBU-CCEE.ORL.BD870R-0,1143,1,-146.0
HUBU-HOS.ONC.BD049R-0,1338,1,6.0
HGY-HOS.SUELTO-0,1157,1,-151.0
HUBU-HOS.GINE.EL041R-0,1335,1,7.0
HUBU-HOS.GINE.BN114R-0,1329,1,-11.0
HUBU-HOS.CV.BC326R-0,1335,1,
HUBU-HOS.CPL.BD511R-0,1339,1,5.0
HUBU-HOS.CGA.BH442R-0,1375,1,71.0
HUBU-HOS.CGA.BC326R-0,1274,1,1274.0
EXT-GAFAS-0,16,1,7.0
EQP-CCEE.GIN.006-4,1037,1,-161.0
EQP-CCEE.GIN.005-5,1037,1,-91.0
EQP-CCEE.GIN.005-4,1109,1,-262.0
EQP-CCEE.GIN.005-3,1097,1,-31.0
EQP-CCEE.GIN.005-2,1105,1,34.0
EQP-CCEE.GIN.005-1,1105,1,34.0
EQP-CCEE.GIN.003-4,1095,1,-47.0
EQP-CCEE.GIN.001-6,1149,1,80.0
EQP-CCEE.GIN.001-4,1092,1,22.0
EQP-CCEE.GIN.001-3,1092,1,24.0
EQP-CCEE.GIN.001-2,1149,1,79.0
EQP-CCEE.GIN.001-1,1092,1,18.0
HUBU-CCEE.GIN.FB416R-0,1235,1,58.0
HUBU-CCEE.GIN.EO122R-0,1204,1,-147.0
HUBU-CCEE.GIN.EO010R-0,0,1,-1176.0
HUBU-CCEE.GIN.EO010R-0,1234,1,1234.0
HUBU-CCEE.GIN.BH446R-0,0,1,-1175.0
HUBU-CCEE.GIN.BH446R-0,1232,1,1232.0
HUBU-CCEE.GIN.BD222R-0,0,1,-1261.0
HUBU-CCEE.GIN.BD222R-0,1211,1,1211.0
HUBU-CCEE.GIN.BC604R-0,1233,1,56.0
